User,Unauthorized Privilege Escalation,Toxic Privileges,SoD Violation,Conflicting Roles
User674,Yes,finance:AuditTransactions,No,
User296,Yes,finance:AuditTransactions,No,
User49,Yes,hr:ManageSalaries,Yes,HR-Payroll
User104,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1035,Yes,finance:AuditTransactions,No,
User1481,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User557,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User426,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2201,Yes,finance:AuditTransactions,No,
User3744,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User607,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User70,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User580,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3612,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User362,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1202,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User616,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User54,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3873,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3099,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User197,Yes,hr:ManageSalaries,Yes,HR-Payroll
User497,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3900,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User169,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3506,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User202,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2257,Yes,hr:ManageSalaries,Yes,HR-Payroll
User452,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User113,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1523,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2261,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4564,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4087,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3607,Yes,hr:ManageSalaries,Yes,HR-Payroll
User15,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2722,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1812,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2677,Yes,finance:AuditTransactions,No,
User247,Yes,hr:ManageSalaries,Yes,HR-Payroll
User436,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3116,Yes,finance:AuditTransactions,No,
User1374,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User230,Yes,finance:AuditTransactions,No,
User1155,Yes,finance:AuditTransactions,No,
User4518,Yes,finance:AuditTransactions,No,
User2184,Yes,hr:ManageSalaries,Yes,HR-Payroll
User504,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User2810,Yes,finance:AuditTransactions,No,
User259,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1123,Yes,finance:AuditTransactions,No,
User439,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1069,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User186,Yes,hr:ManageSalaries,Yes,HR-Payroll
User100,Yes,finance:AuditTransactions,No,
User1510,Yes,finance:AuditTransactions,No,
User222,Yes,finance:AuditTransactions,No,
User420,Yes,finance:AuditTransactions,No,
User102,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2697,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User3081,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User850,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3753,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3210,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User391,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3143,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User4407,Yes,hr:ManageSalaries,Yes,HR-Payroll
User801,Yes,hr:ManageSalaries,Yes,HR-Payroll
User441,Yes,finance:AuditTransactions,No,
User335,Yes,hr:ManageSalaries,Yes,HR-Payroll
User566,Yes,finance:AuditTransactions,No,
User109,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User14,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User509,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User175,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User629,Yes,finance:AuditTransactions,No,
User4969,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User114,Yes,hr:ManageSalaries,Yes,HR-Payroll
User603,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4915,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2543,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3138,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1519,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User421,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User192,Yes,finance:AuditTransactions,No,
User3648,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User696,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User784,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1071,Yes,hr:ManageSalaries,Yes,HR-Payroll
User106,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User829,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1959,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User511,Yes,finance:AuditTransactions,No,
User4530,Yes,finance:AuditTransactions,No,
User893,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4142,Yes,hr:ManageSalaries,Yes,HR-Payroll
User942,Yes,hr:ManageSalaries,Yes,HR-Payroll
User292,Yes,finance:AuditTransactions,No,
User2280,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4197,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User753,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User173,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2329,Yes,finance:AuditTransactions,No,
User4131,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4913,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1589,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4263,Yes,finance:AuditTransactions,No,
User274,Yes,finance:AuditTransactions,No,
User970,Yes,hr:ManageSalaries,Yes,HR-Payroll
User641,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1715,Yes,finance:AuditTransactions,No,
User326,Yes,hr:ManageSalaries,Yes,HR-Payroll
User576,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1514,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User275,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1003,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User498,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User73,Yes,finance:AuditTransactions,No,
User1352,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User1235,Yes,finance:AuditTransactions,No,
User4517,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3889,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User332,Yes,finance:AuditTransactions,No,
User287,Yes,hr:ManageSalaries,Yes,HR-Payroll
User245,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1769,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User3596,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User1967,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User995,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User119,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4853,Yes,finance:AuditTransactions,No,
User4187,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1427,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2242,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4685,Yes,finance:AuditTransactions,No,
User130,Yes,finance:AuditTransactions,No,
User561,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1965,Yes,finance:AuditTransactions,No,
User3832,Yes,finance:AuditTransactions,No,
User253,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User294,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User899,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User61,Yes,finance:AuditTransactions,No,
User514,Yes,finance:AuditTransactions,No,
User4076,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User297,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User4165,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2698,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1552,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4792,Yes,hr:ManageSalaries,Yes,HR-Payroll
User304,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2437,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2427,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3660,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1830,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2453,Yes,hr:ManageSalaries,Yes,HR-Payroll
User238,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User312,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User284,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2206,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1402,Yes,finance:AuditTransactions,No,
User314,Yes,hr:ManageSalaries,Yes,HR-Payroll
User634,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User330,Yes,finance:AuditTransactions,No,
User2173,Yes,finance:AuditTransactions,No,
User319,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1371,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User320,Yes,hr:ManageSalaries,Yes,HR-Payroll
User329,Yes,finance:AuditTransactions,No,
User3766,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3046,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1930,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User322,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User926,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1303,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1077,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User562,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4873,Yes,finance:AuditTransactions,No,
User402,Yes,hr:ManageSalaries,Yes,HR-Payroll
User470,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User4735,Yes,hr:ManageSalaries,Yes,HR-Payroll
User342,Yes,hr:ManageSalaries,Yes,HR-Payroll
User174,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User383,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3930,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User518,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3821,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1896,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2157,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User918,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3270,Yes,finance:AuditTransactions,No,
User343,Yes,finance:AuditTransactions,No,
User2924,Yes,finance:AuditTransactions,No,
User2204,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User346,Yes,hr:ManageSalaries,Yes,HR-Payroll
User347,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1545,Yes,finance:AuditTransactions,No,
User306,Yes,finance:AuditTransactions,No,
User3986,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1568,Yes,hr:ManageSalaries,Yes,HR-Payroll
User352,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4928,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User610,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User4257,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User503,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User866,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User355,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User356,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2279,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1611,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User445,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3334,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User3790,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User449,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User965,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3294,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2315,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User3540,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User630,Yes,hr:ManageSalaries,Yes,HR-Payroll
User372,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1873,Yes,finance:AuditTransactions,No,
User3413,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1396,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User291,Yes,finance:AuditTransactions,No,
User377,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User379,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User380,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4816,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User381,Yes,finance:AuditTransactions,No,
User584,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User622,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User327,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User382,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User532,Yes,hr:ManageSalaries,Yes,HR-Payroll
User910,Yes,finance:AuditTransactions,No,
User137,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1767,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2935,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User512,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4136,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3414,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User17,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User895,Yes,hr:ManageSalaries,Yes,HR-Payroll
User388,Yes,finance:AuditTransactions,No,
User4578,Yes,finance:AuditTransactions,No,
User2216,Yes,finance:AuditTransactions,No,
User390,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User392,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1272,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4545,Yes,finance:AuditTransactions,No,
User1385,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User364,Yes,finance:AuditTransactions,No,
User1612,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1131,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3633,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User1531,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1184,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User862,Yes,finance:AuditTransactions,No,
User839,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4527,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User401,Yes,hr:ManageSalaries,Yes,HR-Payroll
User339,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2305,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User181,Yes,finance:AuditTransactions,No,
User754,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User1216,Yes,finance:AuditTransactions,No,
User1244,Yes,finance:AuditTransactions,No,
User4782,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User410,Yes,finance:AuditTransactions,No,
User117,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3460,Yes,hr:ManageSalaries,Yes,HR-Payroll
User996,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1713,Yes,finance:AuditTransactions,No,
User1153,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4794,Yes,finance:AuditTransactions,No,
User3097,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1654,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2094,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User185,Yes,finance:AuditTransactions,No,
User681,Yes,finance:AuditTransactions,No,
User3696,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User435,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User699,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2063,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User554,Yes,hr:ManageSalaries,Yes,HR-Payroll
User468,Yes,finance:AuditTransactions,No,
User1718,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User444,Yes,finance:AuditTransactions,No,
User489,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2503,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User472,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User1426,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3198,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1465,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User93,Yes,finance:AuditTransactions,No,
User673,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1376,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1490,Yes,hr:ManageSalaries,Yes,HR-Payroll
User464,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User3980,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2539,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User101,Yes,hr:ManageSalaries,Yes,HR-Payroll
User841,Yes,finance:AuditTransactions,No,
User3783,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User934,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2111,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User36,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User481,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User4766,Yes,finance:AuditTransactions,No,
User957,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2076,Yes,hr:ManageSalaries,Yes,HR-Payroll
User933,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User479,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4471,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4252,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User485,Yes,hr:ManageSalaries,Yes,HR-Payroll
User462,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User495,Yes,finance:AuditTransactions,No,
User1168,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3717,Yes,finance:AuditTransactions,No,
User1583,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1862,Yes,finance:AuditTransactions,No,
User540,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User262,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User153,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2565,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User869,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User513,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User516,Yes,finance:AuditTransactions,No,
User1456,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4358,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User916,Yes,finance:AuditTransactions,No,
User1889,Yes,finance:AuditTransactions,No,
User19,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1724,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User735,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1023,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2338,Yes,hr:ManageSalaries,Yes,HR-Payroll
User522,Yes,hr:ManageSalaries,Yes,HR-Payroll
User525,Yes,hr:ManageSalaries,Yes,HR-Payroll
User237,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1267,Yes,finance:AuditTransactions,No,
User1533,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1581,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User167,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User547,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3861,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3051,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4208,Yes,finance:AuditTransactions,No,
User3043,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2391,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1115,Yes,finance:AuditTransactions,No,
User1224,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1118,Yes,finance:AuditTransactions,No,
User1119,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1121,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3656,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3667,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User675,Yes,finance:AuditTransactions,No,
User1127,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1630,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4236,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3341,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4576,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1885,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User914,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1136,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1137,Yes,finance:AuditTransactions,No,
User1139,Yes,finance:AuditTransactions,No,
User3397,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4512,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1142,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1144,Yes,hr:ManageSalaries,Yes,HR-Payroll
User864,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1150,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1152,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2636,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2249,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1021,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1704,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4036,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1419,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1159,Yes,finance:AuditTransactions,No,
User1160,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1161,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2664,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1596,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1956,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1170,Yes,finance:AuditTransactions,No,
User1662,Yes,finance:AuditTransactions,No,
User1673,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1171,Yes,finance:AuditTransactions,No,
User3898,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1919,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2282,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User1173,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4356,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3974,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User966,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User628,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User289,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1186,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1191,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1945,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User3032,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1193,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1194,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User921,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1252,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1203,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1546,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4161,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3544,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1209,Yes,finance:AuditTransactions,No,
User2683,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1213,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2647,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3188,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1453,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1626,Yes,hr:ManageSalaries,Yes,HR-Payroll
User4106,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User3545,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2789,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User2142,Yes,finance:AuditTransactions,No,
User2197,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3238,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1223,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1324,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1938,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2424,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1226,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1742,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4154,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1338,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1442,Yes,hr:ManageSalaries,Yes,HR-Payroll
User263,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User4069,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1236,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2817,Yes,hr:ManageSalaries,Yes,HR-Payroll
User458,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1238,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1330,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1251,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2177,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2621,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3354,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1392,Yes,finance:AuditTransactions,No,
User1774,Yes,finance:AuditTransactions,No,
User1383,Yes,finance:AuditTransactions,No,
User2115,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4151,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1705,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2626,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1266,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User824,Yes,finance:AuditTransactions,Yes,Finance-Auditor
